,participant_ID,csv,total_bonus_paid_cents,part1_average,part2_average,part3_average
248,249,bayes_32PT7WK7EP1HWVKIUS2FRBFJOAJ3DN_A1G712DJBJD3JY_3GLB5JMZF1HLDRT0F9E1ZPZFK0FGDD_results.,223.0,14789.696716000046,11082.328892000161,9265.76849599994
249,250,bayes_3TRB893CTMW29YVWYU6DADUW68PG7R_A2M2SZG32LZSC_3A0EX8ZRNCASKLGGVJ91BZIJMPNBYL_results.,375.0,15382.96805199999,5912.111820000057,3442.8149720000038
250,251,bayes_3NOEP8XAV7O21QUMJQ0YYLLC9Q5XPH_A93HHQ9DI0201_3O6CYIULEHN3RFUMG988VSPR0HJUW5_results.,235.0,8394.797527999961,3888.4444559999934,2554.764471999998
251,252,bayes_3HRWUH63RXOTWMYZX54B2DPXGC3N5A_A2VC020RL9T7X_3IAEQB9FMI6HADJ0UEIJLSL3EKLDWH_results.,458.0,23491.80972800028,14983.165139999775,11920.556025999746
252,253,bayes_3UOMW19E7GSA5I188FVXM2VLHSH5C6_A2PJBSDDN22XIX_3ZSANO2JCJTL1GGN1F38C3L3HN7SFX_results.,375.0,18220.33782399946,6838.526447999901,3664.8867320000304
253,254,bayes_3ULIZ0H1WDRQIFRASI6D56CU8H451X_A3VMNOYU4TNDNS_3H0W84IWBOOHUNGERFJX4BV6MBLREL_results.,479.0,11137.484072000045,7237.086860000097,6486.9856480000235
254,255,bayes_301KG0KXAF79NTT1CO70ZMPP9QKH2A_A2UJ90W7LM1OUR_3QILPRALQ9HF6OEVL5GG3HUA2EMN8G_results.,498.0,9671.01345600003,10347.149332000015,10098.760916000061
255,256,bayes_3TFJJUELTKBI6LILQWTZOVS9X0A2CM_A7U3ZLJQB0IUZ_35USIKEBNV2S2AV7SQJIJ3YK431N6D_results.,296.0,13105.098887999955,13057.232619999919,12296.842525999944
256,257,bayes_3XBYQ44Z7SQL4II3Q2DW1C82OR7TWB_AXPV16CHPFHM0_3SPJ033425PY24ESJBMI9N1VM9DJYF_results.,368.0,12739.280336000242,5280.050784000095,2500.383324000015
257,258,bayes_322ZSN9Z6J69VGZJGW7D6KPB4ZC4T6_AQB0TQPOGOFQE_3UOUJI6MTH0IGFZCQE4UXB3X1WJUX8_results.,473.0,19145.940140000006,16035.320096000018,11590.396985999989
258,259,bayes_3W0KKJIASUVBBYWYYQJYM5IKO938K0_A19GH3HPYV3XSV_3PDJHANYK920SE9WPSO5EJ1OIOPH6P_results.,495.0,12626.70380800006,10499.657191999991,9801.198426000066
259,260,bayes_3X55NP42FR2QLSN8Z1TAR5W8X17P3J_A3GMRPF5MCQVGV_3WSELTNVR7ORKPCUFZM6876XPF9AT7_results.,496.0,25480.49461200012,26223.866176000363,18373.900156000265
260,261,bayes_3W31J70BBVIDN1MBF2Z3ORE3DISCKD_AY1DFLTV8803D_3JV9LGBJWX0CHOKP5ISHAJBDB4GOGD_results.,361.0,9427.55647999994,8272.86600000009,7782.224800000212
261,262,bayes_3B9J25CZ38ZBBKZJKB85FD5DUF4CSZ_A3FNJBQF9V2UIZ_3DH6GAKTY2BO2JJW1XP4XHPL1SFZY7_results.,421.0,11574.125,16359.625,14479.125
262,263,bayes_3IKDQS3DRHMMH6WNFZERBBZQMTAICA__ASSIGNMENT_ID_NOT_AVAILABLE_results.,375.0,11747.964948000032,3063.7444440001123,1995.276182000024
263,264,bayes_37M4O367WM4NE4DZL4PBPY0XAQGM53_AMD4SSHO447TU_3GM6G9ZBKRJSMQLJC2CBHY1YC37MTL_results.,470.0,18002.1263440002,17505.24821999993,14408.095764000022
264,265,bayes_3KLL7H3EHGNIKKR30YRB1RM06SJHVW_A2NFSLZ743580G_3U088ZLJVOFNBTI6I2UO6L1KDTAW0U_results.,350.0,8344.62831999997,4313.884560000009,3781.7709599999744
265,266,bayes_338431Z1GO10JUW9VRHRK3UYXNKROV_A9ZM1P6LBW79_384PI804XWNU4C1XYXKN9WYY1200S5_results.,374.0,13854.005020000262,7975.977956000774,6277.507886000218
266,267,bayes_3EKZL9T8ZB8MLBL39HW6BZYBIWKHCX_A3JI3B5GTVA95F_3137ONMDKKRQ5X70B4PL57HZL0XGEY_results.,493.0,10482.876976000005,8311.422072000056,5933.477681999935
267,268,bayes_3D06DR52385KKAPGG0GSX9GJ2QRMAR_A2I6099SF2W8MZ_3VNL7UK1XJ5MGGT2QF8YM8HOBDEFT6_results.,457.0,18636.04867199997,18278.895319999716,13756.190207999713
268,269,bayes_3ICOHX7EOFXQ79ZL70VGVVZXLETE0X_A2OP2ZANIM5ZV_3OUYGIZWRBKXRKL56GGTERTORCN0PM_results.,354.0,7473.081308000015,6227.846444000049,3753.0191480000362
269,270,bayes_338431Z1GO10JUW9VRHRK3UYX52ROD_AQ0YWEW29GSIJ_3J88R45B2KK5OARG9S50N5GYTB9XPP_results.,366.0,12587.597915999988,8779.421064000084,7941.046884000048
270,271,bayes_3K2CEDRADENPZ6OPM079SE6BPY3TMB_A98E8M4QLI9RS_3AUQQEL7U9FAW4I1SSPSKJI5X1GV0E_results.,125.0,12784.620204000008,6034.510951999882,4558.325091999937
271,272,bayes_33P2GD6NSQE449XR1UD4ZIBJRPEKH6_A4AYXBQNKPA6I_3NAPMVF0Z01FHOKJPHQQXTVINU427V_results.,499.0,11080.387352000025,11199.126563999895,8130.472085999902
272,273,bayes_39RRBHZ0BXN4B5RX6KXI1YQ53GOZVP_A2HMQE0UEJFMR4_3R8YZBNQ9L4W97M4RSGRTBTL4QCQ78_results.,250.0,14386.305557333391,5171.6114519999965,2975.7736100000666
273,274,bayes_3OWZNK3RZOBESFZLCNEZI1EF4YXU20_A3IRUWODLMSPA5_3UOUJI6MTH0IGFZCQE4UXB3Y9TOUXH_results.,357.0,11768.205484000071,12578.975481333255,9394.647381999868
274,275,bayes_38G0E1M86PRNP6XN0XYAK6BQXCRVU2_A6TYPWUJVFINW_3JMSRU9HQMG9NUXV0ZO758K99JFEVO_results.,359.0,35887.739388000475,9558.730111999837,8350.536115999781
275,276,bayes_32K26U12EQA184M1E28LA672FGTVD1_AH9AN2JA1T74P_3FDJT1UU78UVB0AQQUHXZ53GBYOK5V_results.,457.0,16824.56283600031,11771.489180000568,10659.5169179999
276,277,bayes_3JTPR5MT0VYSOGDW0SCVAL8TMLL5KI_A2KDCANVN4H2EK_37FMASSAYGD6UL1BR1NYPBOVXK9BIS_results.,375.0,24764.19080000003,12867.818479999993,9272.7396
277,278,bayes_3T8DUCXY1QSASM5VXR34NS0RQVZ9TO_A3MW8P9QLFY3SC_3SEPORI8WRLN61LTLRBOUV7F3FUZAE_results.,216.0,14049.58955599993,10061.284712000024,8698.050564000012
278,279,bayes_3EKZL9T8ZB8MLBL39HW6BZYBMG7CHN_A1RCURZLU53YW0_3HRMW88U1ACR6HOSE0O1XNZTLM00M7_results.,462.0,24392.44752533315,18846.629100000227,16484.4365879999
279,280,bayes_3P4C70TRNU31OJKY2O7NTICX1U5LGK_A2R3HNHFIF5KWU_3COPXFW7XFYZ4AS9A9QBXB8X68LKP1_results.,312.0,8620.694459999972,6393.029524000062,6760.906969999738
280,281,bayes_3RTFSSG7UBSXL5AYHTB5FLYLU1BLW0_ARUKOYG71MKP3_30IQTZXKAOS20TNWS7QA84FQHK90XR_results.,473.0,17778.656460000035,12040.834804000006,8528.521540000025
281,282,bayes_3S1WOPCJGJFX9F07T85MD0ETKNZEJ4_A2WNEL5XY7H9LZ_3A1COHJ8NNHNWSSKI7L3YXXFOMO8HH_results.,250.0,10513.151823999982,5011.726316000039,3669.926160000054
282,283,bayes_3M4KL7H8LY9M1JROX1GIXCQU95116M_A2C1Z52F4B0CG1_34T446B1C40EXVC11BUNURUHR7MC0P_results.,500.0,7432.471207999977,2331.5378279999563,2113.5841079999464
283,284,bayes_3S8APUMBK05JXA2R0RCBXUGGO4KBFJ_ALY8YP0DZ2EP5_3BDCF01OG1G4XU2SMWYVP2EOWYSYLE_results.,494.0,14009.280179999909,12537.117403999877,5865.950649999981
284,285,bayes_30OITAWPCTPKNDE0XXMF99X3GIA9HJ_A264ST1NX9PDLI_3A1COHJ8NNHNWSSKI7L3YXXFLPAH8F_results.,372.0,18603.41534799979,15364.726250666548,10848.354827999854
285,286,bayes_336OE47KJ560HAMSVXDB2UWNLDRVWZ_A2X52OGT1GI4SJ_39GAF6DQWVMA3T3JOBTSYO1FARC1VH_results.,375.0,15446.04879999981,4228.630847999896,2654.4938159999124
286,287,bayes_3BAKUKE4AKYFN2P8PPJG87HQ5HM1R5_A16T30ETFAIASD_3AUQQEL7U9FAW4I1SSPSKJI6BNTV0F_results.,340.0,16169.33825599996,11148.24783599993,8414.689278000087
287,288,bayes_37VHPF5VZFPTS0KA6D20YM5CJ21C82_A3BRY2LVVQGP3H_3EICBYG648ILZ1DNNJ4TCW9DSLIJC5_results.,454.0,17683.98298000015,16433.686172000023,10950.062999999971
288,289,bayes_38O9DZ0A759TQ49KG5GW2V0Z0IW26Y_ABSVIFAFP4M4H_3TVRFO09GO1FXPCIH0CT6O7FQUTLXQ_results.,470.0,13754.607916000032,12906.98408799992,9810.895511999954
289,290,bayes_3FBEFUUYSNRIV74OTK9B8DJXDZ4A6G_A9R4S0WFSPPTO_3PEIJLRY6XFV8JOHLEJVFZOVTVDXW4_results.,358.0,11922.54042799992,10782.994532000139,8006.369349999911
290,291,bayes_3QREJ3J446J6Q5GHSFS2RA4Q86NKLD_AVV2E09XX7L9I_382M9COHEL19AF8VV9E29MIRTFZEUY_results_BOT.,123.0,9037.038503999975,3919.976527999972,4534.618608000002
291,292,bayes_3BFNCI9LZNC1FMJ83FZTRJ5N20W73G_A1LDF2TSP9ORSB_3IXEICO7965QXN0RPM5US24CT0W6T0_results.,371.0,10124.575515999988,11625.341532000093,6309.507171999936
292,293,bayes_36D1BWBEIQNVF7UC3LNDRRXLREJ2M9_AS1IQGYDBZ6LZ_3C8HJ7UOPBGO82UIIU1T3M2F4JDMZW_results.,346.0,9819.959780000183,6869.7486600000575,5237.025564000291
293,294,bayes_32LAQ1JNUCB8CETYV2YVJON54FHTU6_A2XMB24SJ59IEN_3X87C8JFVAXIS56WFVE2O2PHRHISQG_results.,110.0,12400.499459999999,56890.822051999996,8089.76221
294,295,bayes_30F94FBDOU6TGFKSVBH0EYVHFSETBP_A3IM1NBW1G1TCU_3ZSY5X72N1X36ET3LTMT9NPLQ4FROX_results.,375.0,84153.29276000086,5345.986992000294,2795.1014420002366
295,296,bayes_308KJXFUKUSOX5F0PXH4JNBBTNUTAH_ANKDLLQHHM2OH_3FTF2T8WLV457N6JIYDHZW2CORCW98_results.,500.0,11915.948452000022,6935.851228000149,5862.74212799991
296,297,bayes_3RBI0I35YHPKU6F9QOPT4WPK51RY3X_A2XI7O256DYI4G_3CFJTT4SXXCJS9YLEKBIK92Y585I7H_results.,308.0,22052.719871999994,21418.671443999683,14613.430248000217
297,298,bayes_311HQEI8SV220FQ1OMU2VKA2GTN7Z0_A2TKFZQRNAZS1L_3VNXK88KKG4SSY6ESO8LDUJY6L49V0_results.,368.0,10457.196656000087,7544.258119999998,6450.205595999959
298,299,bayes_3GS542CVKY987KU5WVL6KCUDBRL590_AQUCBZE3XVMKW_3FE2ERCCZ1UIU1DO81I44SP6QABOPZ_results.,375.0,12095.50863599996,3618.5049200000167,2291.952089999914
299,300,bayes_386659BNUO3RN859VC01OBG3W2E10K_A2GREARJHXCC1S_3FTOP5WARJA159I7B3B9HV7CHRSJ07_results.,484.0,10731.502123999882,10848.105132000368,6738.357663999877
300,301,bayes_3TRB893CTMW29YVWYU6DADUW6BVG73_AOU59T41ZKA2I_3PM8NZGV822QOMSV95KPNA697ZPXQ5_results.,459.0,14996.022003999837,15264.293969333323,10452.657514000199
301,302,bayes_3KLL7H3EHGNIKKR30YRB1RM07UFVHB_A2G6O3F81FL149_36PW28KO43IPV6UXP4XB9L6XNPIAEK_results.,440.0,18664.959411999957,13200.16346799978,10715.14780799978
302,303,bayes_3O71U79SSEBOK6BAX02JI9APOXIMS9_A1QUDNLO95AKS5_34BBWHLWHEXYIOZMMSJUCP1FV8AIWU_results.,497.0,47102.70448400038,17849.66428399953,8972.503179999885
303,304,bayes_334ZEL5JY91CK9WMAGHWADZUKQNOS3_A32PMXX4P67Z56_3DQQ64TANK7QZAMQZN9ELM2SPAVWPW_results.,480.0,9543.81328000001,4693.174159999957,5244.742960000011
304,305,bayes_3XBYQ44Z7SQL4II3Q2DW1C82PBIWTU_A2Q7BWWDXGQJQR_3NS0A6KXC8UOGSYW7R3YQHII5N6GZ0_results.,494.0,8537.396080000017,8716.941279999972,8340.141320000012
305,306,bayes_39KMGHJ4S2WRGJKRZTW1A6XTQXS009_A32Q6TNSAG4U3I_3VHHR074H73LIA6RZN8VCPUQIFUL7V_results.,492.0,20559.843312000194,13701.722159999841,10620.078852666527
306,307,bayes_3O71U79SSEBOK6BAX02JI9APOAYMSF_A1Z8TF04ZG3VRE_34S9DKFK77BULU5DY9EA2UICVLTNYI_results.,438.0,40306.953903999965,26534.145507999347,22608.26974400003
307,308,bayes_3KI0JD2ZV440C56QMHXRYMH7CUD676_A36GQXBW0HXDQ7_386PBUZZXJJE257T0WXSFFZ0LFZJLT_results.,375.0,22898.08651200045,7671.5684760000695,2428.106275999973
308,309,bayes_38F60IALBJ3SWSHIXVKBUHZYO650TY_A3NSVJGHKJE2DY_3Y9N9SS8L2XKJFHCKU7HGVA6DT2D3N_results.,357.0,16238.92272799997,8745.662244000092,11038.803111999763
309,310,bayes_3CZH926SJF076XHMQ1II7YPA2Q94E3_A1RSAU5I9NZTOP_3QL2OFSM9A4HIR482HWL53QU0OACNQ_results.,497.0,23377.00957066681,18263.342488000006,13740.833332000102
310,311,bayes_3QD8LUVX50KY8GC3ZBRK0FGVITY5X3_A26IMTFQSTECUM_32XVDSJFP3JY2RR6TNSFGBS8JJD2ML_results.,464.0,8169.994271999997,8125.464332000015,7381.788637999973
311,312,bayes_3S8APUMBK05JXA2R0RCBXUGGOLQBFN_A3AA5G6HENO6VJ_38F71OA9GXII3L3IHI7M0UMXTRJMFZ_results.,250.0,11064.79183199995,3315.758516000081,2572.611779999941
312,313,bayes_3L7SUC0TUXGOJXRYOYJZ8346UGKM0U_A1QBF6HGY4SF6U_37M28K1J0UZX6MGP358261JPR24AJ4_results.,500.0,10924.27983999998,3254.3436000000142,2409.7781599999453
313,314,bayes_37SOB9Z0TVJ0U78A7903AONOXOM3LE_A3HIIRTGJUJZ1D_3U5NZHP4LVO82KR14ONEKJS5D46HP8_results.,478.0,13931.536080000047,9490.394024000003,6476.177260000031
314,315,bayes_33NOQL7TARL60TVKYRM89K6XRZ0Z8U_A0989239BAD79O16H0DE_3KYQYYSHYZT954AY3SR94Y8GY56ODV_results.,500.0,12638.830219999993,4947.649631999994,3076.221205999996
315,316,bayes_35YHTYFL2JPY6O0X583BY6ANQD3FVT_A14TWK1DWQA2F8_3RGU30DZTEUY8NPE08Y7FSEPE4EMJK_results.,361.0,24435.793090666597,6301.625276000001,8825.072720000058
316,317,bayes_3ATYLI1PSWOJL6DWNM8IIC87OMSJOU_A2ZZSNMAZW6F7V_3Z9WI9EOZ3A7RTULRWI6O266IXJKHY_results.,484.0,16349.025654666644,13864.248235999941,10197.161250000026
317,318,bayes_3M93N4X8IN9YJY5PU3PR2HI8KCEJSB_A22WWSTT8TU7G1_3IHR8NYAMBNEQ836PH3VQUJ00E3P4X_results.,360.0,13439.099495999966,10335.723131999925,8807.593546000011
318,319,bayes_3JGHED38FGD2VPGWS0SJHD10B4N7YO_A4IQ0TJHUIV3U_3ZR9AIQJUFVB2RZM8WO5BTIT0MU40E_results.,437.0,13111.832867999976,11780.104580000161,8718.486911999868
319,320,bayes_3538U0YQ2IGEUFYELYX5FBI40R2F3L_A1EK8YNHZHTW1J_34HJIJKLP9IRVS02BTCUWM8JUGG4VB_results.,250.0,12005.688684000093,5831.7149999998965,3769.1347680000476
320,321,bayes_3EQPA8A387IVKAR3PVJZYAFB6BVZJG_A3D2GO0IFRFN6R_3QECW5O0KLNUEJ0DK3VP0WQBDPGT5K_results.,371.0,9476.998586666752,7771.604608000002,7458.672464000018
321,322,bayes_33NOQL7TARL60TVKYRM89K6XSRUZ89_A2VYFHIU1GYQCD_3ZGVPD4G6X3SLXK2RR25P0X7U67ZTY_results.,375.0,8894.021991999958,3144.200855999937,2483.0439780000406
322,323,bayes_3R15W654WGFS18EC5KCZNWGZ7FTQLV_APJRDWB103M6D_324G5B4FB7U8LEH5AUMCE523RMW709_results.,250.0,21591.207573333388,9053.186671999929,5352.61639999999
323,324,bayes_329E6HTMTZOPA1QSM9O2VOA9878K3L_A1YLIMS0HQD0TE_3PXX5PX6L1KRO3IDFDVL8D0CG1YABR_results.,499.0,12294.317019999953,8236.184328000161,5322.799338000067
324,325,bayes_3OREP8RUU5XPBAYMBBITFFGSPIAGBB_A3UDT8E0BN23OU_3SBEHTYCWRP27TUM1T1IXMMWESRIY8_results.,495.0,16275.237077399534,9489.357243999844,8963.78857199977
325,326,bayes_3BA7SXOG2MCXY29TOASVNH4YJ1HR8W_A2JWU5GINFTOXT_3Q5ZZ9ZEVS1BGZ8PH5KU90UPJGK85T_results.,470.0,17609.171999999988,10445.11451199747,17272.12244266537
326,327,bayes_3DZKABX20LRR3CGNE6DAQ0PKUWGVCW_A1UNUY95MSK393_3NGMS9VZTP4CXBB1VV39542OVR4FFJ_results.,355.0,12794.412202666357,7344.036783999842,7320.212850000124
327,328,bayes_341YLJU22LL9JO4LI6PLZYQ4A7H2IF_AVYMEI908YXCT_3WOKGM4L752F6K94RG3EPROYHOSO0S_results.,375.0,22216.64438800033,9934.071980000168,5062.005798000426
328,329,bayes_3SR6AEG6X8FZOEM859EV8QQUO9UYHV_A10Y3XUZGUYGOT_39LNWE0K4YILQKAHRS4TU1GID3HIU2_results.,496.0,22449.59632400002,19861.646192000248,30400.67051799959
329,330,bayes_3HJ1EVZS3R5BX53NCTXZW0WN2D63RS_A3IHA7DUL59ODF_3OE22WJIGMAY7IY0409233743B8UQM_results.,250.0,19840.506956000194,8588.416105333321,2957.837786000073
330,331,bayes_3VI0PC2ZB16KGQIL4QNJ9LGMZK7OXN_A2MO3EE6D0P3KR_3WSELTNVR7ORKPCUFZM6876YOH6TAS_results.,370.0,18743.15281200001,11012.335967999988,8569.500743999988
331,332,bayes_3C8QQOM6KSNFKAQTSC7QEUPDG2YIL0_A381DV1DQVPBHN_3OHYZ19UGGRB7X7MJI07EX0BQCWAO1_results.,375.0,16151.52851599992,9097.395320000027,6949.420492000276
332,333,bayes_30UZJB2PPKYMSI5PFMKWTZRR79Q35C_AX4U4ZJJQKKMS_3X4MXAO0BKABBN25CFD3QH26UDJWRW_results.,488.0,8411.767444000041,3743.310084000029,3604.198373999977
333,334,bayes_3PUOXASB6AP6EYEU3JSM9G18BM4Z93_A27BZ9MFK68R15_3KIBXJ1WD9GHJAG8V9DW8B36MLMOK9_results.,453.0,8289.275839999978,7310.058824000003,7449.394752000127
334,335,bayes_3PKVGQTFJK6CD80B1EQPMUS0CGBRY1_A9BA2CL7WMG67_34S9DKFK77BULU5DY9EA2UID3GQNYF_results.,479.0,34248.510579999886,19827.373380000274,12456.257457999904
335,336,bayes_3LG268AV4BSE73JK1DEVFR0KTO5ERB_A2D6VL5XE0O4D3_3XM0HYN6NOLWIA0ZENF8ZGVR9BDPEV_results.,500.0,8636.793559999955,4691.925511999962,3813.214627999966
336,337,bayes_356ZPKYPVK3R1VKWOMM0HZSLBK3YP4_AYWN7BX8BHMI7_3VD82FOHKUAZ0C4K3WWYKSQZOTMOCC_results.,359.0,7552.932203999929,6926.163832000081,6169.098654000165
337,338,bayes_3H5TOKO3EC53TIO7KJZKVAXXL1V64C_A13D28E55M4C88_3Y5140Z9D128YF2LA65ZKVTK7LHPI7_results.,366.0,12316.711903999985,8145.435688000251,8187.152898000407
338,339,bayes_3ZQX1VYFUGRU1PHDWIBRTMZT70VO8P__ASSIGNMENT_ID_NOT_AVAILABLE_results.,470.0,14459.414080000015,14204.880215999727,11405.851129999957
339,340,bayes_34D9ZRXCZUGNI52L0XCE9IFPV93ASA_A35CL66BEUSJ5Z_382M9COHEL19AF8VV9E29MIRQIWUEE_results.,236.0,6826.150689333386,11442.034258666517,3435.6686546656356
340,341,bayes_3E9ZFLPWP1EAK47I6VAEPOK0NBYXIR_A16J2CW30USNJI_3WMOAN2SRFJDH0A8TYRQVVEJKADNVG_results.,367.0,16713.319917333065,6260.7145200000905,5228.89135933321
341,342,bayes_3VEI3XUC0UJI4U8AARU693ZO7SGRPC_A2XJH3WC02RMXQ_3X08E93BHZ4KVPPFT9X1HSCXWGO66P_results.,477.0,14793.511567999958,13146.044527999702,11848.826922000088
342,343,bayes_39KV3A5D2BT5Z34NTU0UZRDZQ9BS7R_A15MD1NCLTDM4G_3VD82FOHKUAZ0C4K3WWYKSQYUJGCOE_results.,490.0,8986.640305342904,7116.646282674133,6560.620156000332
343,344,bayes_3BC9H1KCZXYHL4HX080V9T0H4VEYWZ_A66WK9JDAK4XR_3TXMY6UCAIA2LOH0I9O29XLZ5Z3QCX_results.,361.0,11028.768404000055,8638.751935999979,8434.246110000006
344,345,bayes_3UY4PIS8RU7U84XGWI2ZZNCG4GWN1U_A2VLVD0IVASS3N_3QHK8ZVMIQ48KM9HC4KBHRGNAWLLBA_results.,464.0,14924.53537599995,13909.08191200006,12031.203247999845
345,346,bayes_36D1BWBEIQNVF7UC3LNDRRXLQ30M2N_A34Z9QBE5J24HM_3FTOP5WARJA159I7B3B9HV7B789J0A_results.,362.0,28461.000419999684,22121.719804000277,12935.825169999927
346,347,bayes_3RWO3EJEMKVUBP9TCXFR3CHB4981P7_A2A9FPR7W6BU3E_3018Q3ZVOMCE4AZ2BAHB8S5G0Q2RAU_results.,483.0,13426.08478000012,8543.980727999857,7799.920180000044
347,348,bayes_33BFF6QPJ4XG51K9BN75JZ44ROD3WC_A24RCKH0Q3GMQY_340UGXU9D2NQCQUHQZ3C9Q6CXMKUVS_results.,314.0,7839.637546666698,10452.101519999991,9486.696479999977
348,349,bayes_3SSN80MU9FA1QZX66YVQ24ZDFN7XK2_A2LAE3OM5OQ0WF_33FOTY3KEQ7E4KXJXUYN8WDRYM1C1D_results.,490.0,11186.083563999944,6307.300092000011,3441.9240139999997
349,350,bayes_3T5ZXGO9EHAC6XVGKL38VBRXL92QZK_A2LR8E4O0FY66O_3TDXMTX3CFG0O9KGVA6QEV2264VI62_results.,361.0,9934.139490666556,5562.932979999917,5087.85092133343
350,351,bayes_34R0BODSQ4LP2GLM461SCQVO2XE5E5_A1WNYJPB6AEUPP_3RSDURM96E8QROS05ABRC7O4KKLEY0_results.,447.0,19081.560141333564,12001.48734000011,11636.936957999933
351,352,bayes_3NKW03WTMPT8C2QB9YJ1W7XF5PEWQH_A3VV3K3NYJ2906_337RC3OW09ONT07NHLBBI3AUHTALV3_results.,233.0,11039.61197333332,12192.575359999995,12640.217240000016
352,353,bayes_36D1BWBEIQNVF7UC3LNDRRXLRX0M2C_A2519LCLPN7Y6I_37W3JXSD6AUK8OERQA5XYDV4TJYWYY_results.,496.0,23938.69712000023,9336.36160000015,5252.23667999991
353,354,bayes_3TTPFEFXDW6X5UC2ZQJ3PZ61PHGH6T_AO2SEJOUWKOCV_3KAKFY4PGYO1RQXYC88S7SQIW7SI3J_results.,472.0,11257.859732000019,10906.640384000004,12197.90073800007
354,355,bayes_3ZRKL6Z1FBPOSWFOMX4O54QSOQUSGL_A6KOTWP7N7RLU_31UV0MXWNUY455K2QRWLMPO2NP95I7_results.,498.0,17925.22792000039,8362.746319999902,12047.930919999897
355,356,bayes_3PA41K45WQQ8MBOV1DW04M8O6YW7P3_A3KPVU5XH7W1RP_3AUQQEL7U9FAW4I1SSPSKJI55OUV0A_results.,371.0,13152.64768800005,14130.078987999901,11302.222614
356,357,bayes_3DQYSJDTZOXY4Z5WACKN49M8V4GEXW_AYVJ1AI4VLWU9_3RRCEFRB7QYCME2W6CLUVAECONKB4R_results.,375.0,11764.415226666611,4593.972160000097,3313.178199999959
357,358,bayes_3BCRDCM0PGGO7KDA5BM02RMTIEB6KA_A1BSW1IB5IEEZ6_34Z02EIMIWZVJCECNXPDJ1ULGFJ0T2_results.,491.0,13037.640012,9959.575547999859,12277.350117999778
358,359,bayes_3X0EMNLXFSBAX1PRJBZGA0ORT2MPV5_A93HHQ9DI0201_3Z4XG4ZF4CDKIISZNB3P1JL9ARKX84_results.,491.0,14077.236887999927,6093.15626399994,5118.995231999879
359,360,bayes_307FVKVSZU1MXI2C3T4C1OXTGLF47R_AOAW5E5CNJMQE_3RRCEFRB7QYCME2W6CLUVAECOF74BR_results.,394.0,13949.148000000036,11807.02800000004,13298.342000000048
360,361,bayes_3B6F54KMS5YROHPL4EJLYHMMQ8W1SX_A2G5GGLXD2KSZS_3LS2AMNW5JC3UDE38EXT4XFFFGBOQ6_results.,375.0,10540.384716000173,3855.6339759999137,2261.0751180000575
361,362,bayes_33BFF6QPJ4XG51K9BN75JZ44VH8W3Q_A1FUQIDCR4U4QQ_3X73LLYYQ508ZZFOO9AMGUNAB44HN3_results.,463.0,22893.088559999997,18372.71239999995,14073.332119999946
362,363,bayes_3IHWR4LC8GZK536AYNYM9P37W9NI8G_A23YLK4PAMLXM7_3U84XHCDIGZ84C5CCQ1XHSLFJLN4Z1_results.,375.0,9682.191488000119,10292.456260000363,6347.593622000105
363,364,bayes_3YGE63DIOBJKO9LCS0PMH16XSI40W5_APF4DODEF8HBC_323Q6SJS8M2WB727QLR98PE1BPRFHT_results.,375.0,14011.700616000018,8245.01468400017,3874.5202899999144
364,365,bayes_356TQKY9YIJNGJPEFWUPI0DYHAN87J_A8UVHNSV85Z8_338JKRMM2AL1FGLZF55HUO392IKAHL_results.,476.0,13926.276215999887,8310.977287999993,7410.554359999835
365,366,bayes_3T5ZXGO9EHAC6XVGKL38VBRXMPKZQ8_A3UDL6KWRT7BAU_3A4NIXBJ7AL43DDE3TAKV7RHQRLLMR_results.,496.0,12963.756666666553,10595.9228266669,7263.7285639998145
366,367,bayes_33W1NHWFZK7PYDN81PX30G2K6R5TZS_A1VZ8WK41SKK6X_3HUTX6F6VY9M2UCI637S8FHDDFUO2F_results.,371.0,11829.098868000025,6547.109784000025,6145.595437999986
367,368,bayes_344M16OZLL1TS5RS86XE67VATX6ENQ_A35UWK03FDJ4KV_36AHBNMV1VYLZIE09F076P6JNEDDYE_results.,359.0,29899.43518000023,13816.74210399955,11889.647406000136
368,369,bayes_3MQY1YVHT66ZWGQFCWX4DBMREE82BA_A1SLYTW4M9FJ91_3FDJT1UU78UVB0AQQUHXZ53F67XK5F_results.,338.0,8731.351832000066,6909.077843999978,5926.114987999905
369,370,bayes_39TX062QY4AVU1PZLS3RLIIB4EBX37_A1WZY0K6IE3ASG_3VSOLARPKFV8GP4V8E2FUZRGMDD39W_results.,490.0,9416.725516000055,9667.556768000026,7945.343659999773
370,371,bayes_3MJ28H2Y2HUBE7YBYK4OH2P22XI5OZ_A3ALJIYSTM2RYZ_3LUY3GC633MB9VLPRF12T63A0WO7PZ_results.,496.0,8916.089048000007,7922.095016000397,5566.127281999906
371,372,bayes_3X2LT8FDIZ426YQFN421AGCFBGC8WW_AT3HPICJ6SAOA_3PEIJLRY6XFV8JOHLEJVFZOVUHCWXB_results.,354.0,18664.48152000038,11010.862007999965,4255.95000600004
372,373,bayes_33IXYHIZC84X3J2ZMNZUEJSCI9ZE2X_A2WIEFKYR5LJQ1_36NEMU28XJZKE7PD77HM4I8XNYZWM4_results.,372.0,25377.371448000074,15439.911596000418,26387.92358399966
