,participant_ID,csv,total_bonus_paid_cents,part1_average,part2_average,part3_average
123,124,bayes_3OLZC0DJ9M1IGF2N6G9W13NF62FIV1_A35TUIBF05DKM4_31N2WW6R9VCHHZV8B0274VDQKR53FA_results.,477.0,13905.456960000132,9820.706879999812,6032.574706666701
124,125,bayes_3BFNCI9LZNC1FMJ83FZTRJ5N2R7739_A3AD5IZAZ2D7D4_3FDJT1UU78UVB0AQQUHXZ53GCOXK5L_results.,375.0,15891.283579999948,6865.1067479999465,4158.179262000029
125,126,bayes_3WRKFXQBPETZK9XSBRWG82R9O5GIYH_A1RQGFLPAFX8IB_3IXQG4FA2XKDJK88N7HLCIPR1F6B9K_results.,358.0,24644.343875999857,18431.49548400016,11563.291031999786
126,127,bayes_33J5JKFML9KBL4ONZE8ZRAMI5EUQ3D_A2U7YH34X0KFXA_3R6P78PK7OXSUGPX1ZEG4TH04F2GTW_results.,244.0,15592.33781999998,8872.88199600009,9514.312637999943
127,128,bayes_3ATYLI1PSWOJL6DWNM8IIC87OADJOR_AV4584AQEQAEN_3G0WWMR1UZ6LCSER7ZXGP8FB1G9QNU_results.,355.0,17245.610112000028,13836.432312000168,13015.701454000098
128,129,bayes_3JY0Q5X06MSL2R6XRXA7GQ7P5CGGG4_A2CPJ227RHJRRZ_3YOH7BII0DTC9UP5WLZA33XFRBXVK1_results.,458.0,9807.215416000037,6515.4139159999695,5702.468411999974
129,130,bayes_3ATYLI1PSWOJL6DWNM8IIC87ORFJOR_AOY5CF0UQUMO2_3Z7VU45IP23RCD8TP8IVJUEC7X0Z1Y_results.,492.0,12134.723308,10889.496359999985,9512.902304
130,131,bayes_3BC9H1KCZXYHL4HX080V9T0H4XYYWN_A2EDC9NY41R5Q1_337RC3OW09ONT07NHLBBI3AUHGNLVQ_results.,363.0,20769.249312000135,16859.66562800006,13127.279761999676
131,132,bayes_3XJOUITW9XDGKLMHETEQ9NQG0UQQTC_A30YUELTPFSF0T_3WQ3B2KGEC2VUF5DJU2SXC798KXB1V_results.,500.0,19555.108855999977,6845.291176000214,4185.7452799998155
132,133,bayes_385MDVINGF1RQFMYE8ZSZ6LTQQLJW3_A28PS7TGEQCFT4_34Q075JO11ZUAS23LE53DVBPG4K01R_results.,373.0,14698.543791999993,8483.640787999844,4919.069055999776
133,134,bayes_3G4VVJO6Q22WHQVFK7L98RDAD1OPKM_A2MLQ02Q1U55C0_3WJEQKOXACOQB50LDG2W21N3U6FA1E_results.,369.0,19393.875,21914.75,3971.4375
134,135,bayes_3OWZNK3RZOBESFZLCNEZI1EF41RU20_A3AAGSDIWQ6OZV_3IOEN3P9SB5PO3OIN3LKMWLH2HP61C_results.,465.0,9080.524484,11813.280720000002,3633.2967080000003
135,136,bayes_3FJ2RVH262SG8NBIECJ8M5R1RH7299_AQRSV4HTR79C5_39DD6S19JTXQWE251WDAQEX6WUUEZY_results.,305.0,11273.059044000003,8128.048151999875,7304.605546000067
136,137,bayes_329E6HTMTZOPA1QSM9O2VOA986M3KG_A101U3FTZYY87V_3DH6GAKTY2BO2JJW1XP4XHPMARPZYQ_results.,496.0,11783.683359999974,14255.48720399982,8925.93390199981
137,138,bayes_3NQUW096O9UM99XQOI1D11QAXD5L9G_AVIPOL2XSM41P_3S4AW7T80F4OZNO8XPAO9DAH321L40_results.,478.0,9624.363340000004,9113.581719999906,8841.752574000158
138,139,bayes_3O4VWC1GFZSUZHKA4OOQU9AWTVVJ3Y_A2JOOETSQ8WVLS_32Z9ZLUT1P6QHKF0POAZVJNF38YOH4_results.,495.0,29544.3456240023,16764.048864002296,13094.867893999584
139,140,bayes_3Z33IC0JD38P5E9K2M3JOAOCOH8V9M_A1DV7S3ZLB1L6J_31EUONYN2ZPVZLAKUDR3AKEOC53VOW_results.,489.0,18611.450811999715,22188.054864001508,15669.65978599977
140,141,bayes_3O0M2G5VD9OQB1Q5IQ2WFKOZBX494H_A2U14TBAOQV0KK_31Z0PCVWUO191NEW8WAMYG48PSE7TX_results.,310.0,13343.877199999995,14592.725840000068,13013.193959999879
141,142,bayes_3SR6AEG6X8FZOEM859EV8QQUPQWYHW_A1FX3XKZ46BUNU_3XUHV3NRVOK49A9IK9E0MDNOJSRH5H_results.,350.0,13946.91078800004,9766.025316000003,7771.092847999963
142,143,bayes_3ZRKL6Z1FBPOSWFOMX4O54QST4NSGB_A6O1VFV32LBS8_3UOUJI6MTH0IGFZCQE4UXB3Y6QHUX1_results.,375.0,16441.18301200006,6337.563611999999,3643.469655999951
143,144,bayes_3G57RS03IKRX7096BM6RAPMZ5JF528_A3DEPJT6T6A88_3HUTX6F6VY9M2UCI637S8FHDE7E2OY_results.,371.0,14977.37742000005,9031.942988000048,12335.636422000021
144,145,bayes_3ZQX1VYFUGRU1PHDWIBRTMZT8HS8O5_A3K3QML8ETRIJL_33L7PJKHCKKD11JFI12SCG0304CT8I_results.,475.0,11581.733227999965,8547.129492000005,7034.085696000102
145,146,bayes_3JTPR5MT0VYSOGDW0SCVAL8TM1WK54_A3TU0NGBDKSGLI_35USIKEBNV2S2AV7SQJIJ3YK1Q2N6L_results.,498.0,12451.580960000409,6013.630140000106,5718.039232000094
146,147,bayes_3MA5N0ATUFXM1ZSGWTZ40LL66E9WK2_A21S3HPFONVWXO_3GNA64GUZIQHM38L3Z1UVRFPD3KQ5Y_results.,375.0,8804.354424000005,4013.8698319999903,3852.4141320000267
147,148,bayes_3HEADTGN3SEV9E56W335FVO6TX2RVG_A2ZX69756WSLQ4_39DD6S19JTXQWE251WDAQEX5MT2EZS_results.,500.0,22911.398987999964,18716.425608000358,12534.07989400021
148,149,bayes_30OITAWPCTPKNDE0XXMF99X3GVZ9HY_A1Q9EUQY7HJP13_3H7Z272LXBTAOGARV92CCBLCUUFLP1_results.,366.0,13050.33781199998,9838.274748000014,7168.112850000001
149,150,bayes_3VMV5CHJ0B1P7WS3BX9EF9MEUQ7TGC_A9UBPUEWAMA06_3QFUFYSY9212ZVECBE7QE05WUQ94FY_results.,494.0,13280.569260000026,11714.001068000049,9757.512994000079
150,151,bayes_3R868ACW5VYLT812HPYW1XNVF4DGZZ_A1W157VZXIYQBE_3X4JMASXCQVVNQKVNBYSJ7OZ3Y9B0M_results.,375.0,119516.82226134252,13703.585167999474,5019.1992240001555
151,152,bayes_3RIHDBQ1OHKZUXXUM6QKEV3NGXPHMU_A2UAU84Z73N04W_3QY7M81QHB8AY4O9ENWUXPHC5LK7KZ_results.,357.0,19601.944548000003,19785.201527999812,13149.058890000128
152,153,bayes_3L1EFR8WXWR09HNU27YF6OLQZLQ9FD_A1TN1PLYXAMEDH_3IGI0VL64B6IRG1BSM5C03KAH9JNOS_results.,486.0,16843.52,11245.76,9173.2
153,154,bayes_3EKZL9T8ZB8MLBL39HW6BZYBMHNCH5_ACMI2ZEXJ0I1J_3NXNZ5RS1EJQH85IAQ557G3WU8197Y_results.,490.0,11431.427412000014,8701.424364000099,5983.1339499998885
154,155,bayes_3TFJJUELTKBI6LILQWTZOVS9WY22C9_A1EPMMBGWO9XEM_34MAJL3QP897JJYJRJ6ODRGZU5N34K_results.,500.0,11367.947964000035,6245.308536000002,10498.295066000046
155,156,bayes_3QI9WAYOHTXMV3QIAKV2TDD3Z8O6SR_A1GD1V0OVM3OKA_3U5NZHP4LVO82KR14ONEKJS5DTDHPT_results.,469.0,37403.686259999544,19359.61442800016,15796.594839999503
156,157,bayes_39HYCOOPLR7IIHSS0A7UNAOPONHMDB_A1KDT32ADI2J8U_3NOKK93PR5USLJB959ZX54WO4V1EEI_results.,369.0,14180.1875,11040.625,7193.343750000005
157,158,bayes_3J5XXLQDIPX3QCK4LD29XXLQOPX3VC_A2XI3DX3IJ1TAV_3HFNH7HEML0F20X5KVKLZO6E4N5QGA_results.,364.0,9898.251971999955,7412.532551999873,5113.536396000082
158,159,bayes_335VBRUREMM833NY7WE9O60QN8F9EB_A1J4AZL6MZ675U_3QECW5O0KLNUEJ0DK3VP0WQBMOAT5L_results.,465.0,12697.666720000014,11876.475920000006,9701.523479999945
159,160,bayes_3VEI3XUC0UJI4U8AARU693ZO8ULRPM_A2CD509UDEE4R7_3TESA3PJ35WO9VVZ35BZVK66M7WMMX_results.,373.0,15375.393328000133,5910.448731999808,3860.454870000003
160,161,bayes_34XASH8KMT8R7EVI5JYPN45E1N9MPB_APB33P7IQEEWK_33LK57MYLXRR6X7N2RXFFV1KO38ZSE_results.,493.0,9918.928740000016,6053.494868000329,7935.206187999755
161,162,bayes_3Y40HMYLM44FTV2I0CZS8R8BHTUUXF_A1XSZSMOAM67RK_3QL2OFSM9A4HIR482HWL53QUXZ8CN7_results.,463.0,7718.112895999937,6657.526700000092,5945.695964000006
162,163,bayes_3R0WOCG22PV1VPX19CYGEK5J1OFUD0_ATUCZB2W7VVI7_3DYGAII7PPULFDQ4NEA8TXK64YXPQL_results.,493.0,8969.272956000037,6468.353343999933,4005.086017999991
163,164,bayes_34HEO7RUH9GBHQ28L8C9J8AT8NXRAB_A1GNPQ5LM6YY5I_3E13VNJ1NRH5HNJJP4U9JZBL14V1IS_results.,499.0,16357.663602666615,13239.142924000495,17811.205967332848
164,165,bayes_3FW4EL5A4OA583QJT34TCIJNLBT22D_A2KNNYT5P67HOT_31LVTDXBLBWV0TQ68161H6LRV7GLRW_results.,490.0,7879.078240000016,8021.68384000002,6384.089759999955
165,166,bayes_3QTFNPMJD94R30IO4TBRRHWSHI7NZR_A2B5WNG6LVKLFI_3B2X28YI301Q116AP0E9S8YQOCI6BZ_results.,370.0,11846.449604000047,5508.558708000064,4517.566052000026
166,167,bayes_3XH7ZM9YY5GXC7S3T2Y9NDZ926I9RJ_A9EABUBJ7QWS5_3L2IS5HSFE4D4LL8O8HLZ9CZZD5UNA_results.,494.0,24210.70374799997,23373.267739999825,15886.596906000275
167,168,bayes_3O71U79SSEBOK6BAX02JI9APNQQMS2_A15DID2LI6BHBM_3COPXFW7XFYZ4AS9A9QBXB8WLCOPKU_results.,371.0,18510.409876000173,13959.029268000024,10230.850420000088
168,169,bayes_3W0XM68Y0SHT0YCDZ5AJ7VVCA0KK19_AA9PFKXAPSD78_39DD6S19JTXQWE251WDAQEX6UQ9ZEO_results.,448.0,25019.91566000008,24147.97689999972,27779.46979133395
169,170,bayes_38EHZ67RJPELU12J2082TVRM00YMGR_A3OKGW37FD798X_3WMOAN2SRFJDH0A8TYRQVVEJED2NV5_results.,375.0,16712.249536,12833.481624000084,9882.66126000003
170,171,bayes_3ZTE0JGGDHEWDS7QDURWV8VCTDCCOJ_A26ZU3BN4GKL4Y_3HHRAGRYXCRX2EXHRCM7I2PQLCX9O3_results.,495.0,9270.504603999865,5582.259595999986,2550.9934039999807
171,172,bayes_3AXFSPQOZTKPFT03OJPSVIZTVMIJFQ_A35K2S1BUPIBG7_3IXQG4FA2XKDJK88N7HLCIPR4RY9B1_results.,481.0,9225.69893199996,9941.736099999995,8411.113458000049
172,173,bayes_32K26U12EQA184M1E28LA672FVRVDT__ASSIGNMENT_ID_NOT_AVAILABLE_results.,311.0,20242.071467999936,12981.241120000053,15445.703065332842
173,174,bayes_3UL5XDRDOF58TFBVR3FSKGZ2RH6859_A3K3AGJM3ECFG6_3X73LLYYQ508ZZFOO9AMGUNAD3ZHNY_results.,357.0,22955.833531999964,17117.789372000145,9331.764788000106
174,175,bayes_3IKMEYR0MZH0PJU9I9AXCE5HYLJK21_AOM4UJQEDKXAC_3NC5L260MS863OOUUYMZSYB1OODFOE_results.,440.0,19055.199017332838,12898.792547999821,7730.2506079999575
175,176,bayes_372AGES0J7RND3A1WI4N3GLR9FARXX_A295A84E7LY9EU_3L2IS5HSFE4D4LL8O8HLZ9C000KNUV_results.,375.0,8721.36775999999,6892.753840000073,6291.147439999964
176,177,bayes_3BFF0DJK90YSX11U6X3V4N5HJGLTSB_A274B79YFIXZPS_3QRYMNZ7F23Y486JO3RBUDQYOL0TN2_results.,493.0,10382.375,7487.0,8697.875
177,178,bayes_3PKJ68EHEQI9TPR9J9DSY3B6C3RJHP_A1M9DKI1CPKKTC_3TS1AR6UQU0ZIIWVDC5XHCP7XLH7F3_results.,495.0,14544.43413999995,10122.954444000068,6678.995683999979
178,179,bayes_32CXT5U15JPPEU1AS4N0SSRIQ028UY_A8BAYS96LD0TN_3PZDLQMM0X7LT5FFGYY1DFNWP032CN_results.,494.0,10468.880784000048,7285.836536000083,4446.409069999893
179,180,bayes_34XASH8KMT8R7EVI5JYPN45E1YBPM2_A10ZJQC7W1QHIO_339ANSOTR9O7NO55XE0ROE7K426KI3_results.,500.0,14594.009052000007,7272.110207999983,7034.0544939998335
180,181,bayes_3IH9TRB0GEL2U3MPZ2P7UFGZIH8I1F_A3K1P4SPR8XS7R_3ZWFC4W1UYT901GAMQ33MTG7VNBFRN_results.,499.0,16207.032204000205,14015.397276000225,8080.197570000027
181,182,bayes_3SV8KD29M7EQVUXL7GJBZPFONRHKZ6_A2UETT92P31OCW_3KXIR214I82IY120NJSJUHB8RSL42F_results.,333.0,11337.788300000062,11393.558787999948,12336.767249332952
182,183,bayes_3JGHED38FGD2VPGWS0SJHD10B257Y2_ALDQRWYZ8KQ9A_3JW0YLFXRX2GJJJRB9N9DGAOL0AWWS_results.,500.0,11931.525119999978,12777.816843999915,10926.333417999964
183,184,bayes_3TC2K6WKAJOGUIS89KDUM9WQ7DQ28P_AFSKOT98KC948_37M28K1J0UZX6MGP358261JPSV1AJO_results.,497.0,10288.082139999995,9834.141903999958,7072.437409999935
184,185,bayes_302U8RURK2NAUGDE3WMO6BJWT0PVN9_AOH42BVN54T97_33CUSNVVNRYU3HRRF3RXLK4GLUT88F_results.,375.0,12186.9125039999,7706.75838400044,3625.488308000116
185,186,bayes_3IZPORCT2IVQRDAMREM10UXXLNOHRN_A8289AEOKHKV4_3WJ1OXY92E28M5K6C1BBHBAB4AKA8P_results.,375.0,8776.227739999938,3472.3441480000824,2350.953769999956
186,187,bayes_3G9UA71JWYGC00LX60RG7QMCT4XJ7S_AUYYXUVPZBIWP_38F71OA9GXII3L3IHI7M0UMWSO6FM6_results.,370.0,17078.905632000122,6978.680544000198,2459.30631599984
187,188,bayes_324N5FAHT0X9MASB6JU8EJ2SXSLVKD_A2W3SU4RZN9AZD_3TMSXRD2XAMNII3OELYOKQKT6TW1WK_results.,500.0,11896.852948000073,6391.43552000031,6054.265370000004
188,189,bayes_3SZYX62S6JM4T16CHYNM6G37GHY57L_AVAJTAKT73XOO_30JNVC0ORD6T2WSG4123KOIFFGCHQC_results.,365.0,9344.241395999967,7041.334152000008,6363.873939999977
189,190,bayes_39WSF6KUW57BAQR49LXRLWVFJH9OEX_A1SCCBRU3X80XH_3CCZ6YKWRB5BU4RZMXQ89WP03G995E_results.,484.0,12345.635067999998,12169.86392400027,7261.668542000196
190,191,bayes_36QZ6V159CZ7XEGJ62T59JRJ2YEUSX_A1HC0MVEW0VTB7_352YTHGROZZMDR5I64VQHLHANWJH43_results.,491.0,28413.82676399963,17240.888659999833,14145.227561999702
191,192,bayes_3CZH926SJF076XHMQ1II7YPA2NQ4EE_A2KI119C3LYEFY_3DUZQ9U6SQAAXD2D1U8CUPOP8CLSV4_results.,310.0,12498.331677333288,7835.040771999754,6539.231515333429
192,193,bayes_3ROUCZ908IGXMH4T3Z0NQ8PTN5ZOOT_A2KK2F1Q1F34K0_3DY4FPOOA5AYWY20M5874FJTKECVRZ_results.,499.0,19494.883333333313,10666.0,9200.1875
193,194,bayes_3XDJY5RK6V7OVTE8G1XNBGBDKQC4UD_A2OC659BTNI7WM_3VHHR074H73LIA6RZN8VCPUQVTX7LP_results.,358.0,21528.561784000103,14840.434320000042,9529.90102399953
194,195,bayes_3K2CEDRADENPZ6OPM079SE6BRACMT3_A1HAX74U9X7MH7_39ZSFO5CACIHLVUN9APT62VJVZ8JUM_results.,491.0,13961.375,13831.125,14151.187499999995
195,196,bayes_3ZQX1VYFUGRU1PHDWIBRTMZT70VO8P_AD83AW7PHKHKF_3X4JMASXCQVVNQKVNBYSJ7OYZUWB0V_results.,354.0,9163.605411999977,8706.852264000032,8012.844450000107
196,197,bayes_3XU9MCX6WRYMCN748TJUDQRVXYSR2Q_A1P35E7DO5JUQK_3TMFV4NEPC05TIN9D673Z0722LDW82_results.,458.0,11287.82868533343,9965.339799999878,6883.368573333465
197,198,bayes_3EHIMLB7GALK98VQS5G19D2SWT4H8C_A26T3M57NK46L5_3H0W84IWBOOHUNGERFJX4BV7M7UREO_results.,476.0,13288.04975599991,11010.978556000104,7659.790220000111
198,199,bayes_39KV3A5D2BT5Z34NTU0UZRDZTMES7N_AHQ90UG2T3KNB_358010RM5IFITUOCV4EZTX5HGVEVX7_results.,418.0,16451.494240000018,14266.725708000244,13818.290962000068
199,200,bayes_36QZ6V159CZ7XEGJ62T59JRJ2STSUY_A36HDYZRZ80HXZ_3AMYWKA6YF8AKVVJT5JVYSYPUTRO6A_results.,500.0,10157.85097200001,6824.476844000077,4734.087135999959
200,201,bayes_3UEBBGULQIAYT9BX0IT62K84CP9FUL_A36XRQYQ4BYQER_3PH3VY7DJPJKDEOWMW7GCK45QHMWZ6_results.,375.0,28946.71986399991,5412.336660000016,3216.9306439999323
201,202,bayes_32LAQ1JNUCB8CETYV2YVJON54AXUTD_A2ITHNTRJ92FNY_3ATPCQ38JCWN1BBOP595GOYD3KNAYZ_results.,375.0,10082.081961333577,4884.614591999863,3654.5304199999437
202,203,bayes_3VW0145YM1YVL3SKA6T5Q8J2TQOMJ1_A20FYCXV508HM9_33PPUNGG3CRF5I7AN2XAPLWPAB7RZU_results.,250.0,14357.547100000025,3874.6828919999884,2779.186129999935
203,204,bayes_3KL228NDNY8Q4D2GHOVMEIZICB9KGN_A1BDJMFP24FBGL_36H9ULYP66GS2DXXELUUK2UGLGEFJC_results.,500.0,9679.083359999966,4969.424480000106,3328.4695999999944
204,205,bayes_33NOQL7TARL60TVKYRM89K6XSJL8ZT_A10ZKWRZ8WL775_3FTOP5WARJA159I7B3B9HV7CIO20JT_results.,467.0,8238.888787999984,6886.813267999943,5454.252906000072
205,206,bayes_3TFJJUELTKBI6LILQWTZOVS9X12C2Q_A1HSYKFPG7T2TE_3LWJHTCVCG89O01A9BE3H3622K9FQR_results.,356.0,11108.505068000017,10166.038432000028,7997.656003999935
206,207,bayes_3Y3N5A7N5JVLGSNJW6U80VYQ28KMY6_A3PFU4042GIQLE_3ITXP059P0516I2JK5UTR1DUF3ZJSN_results.,499.0,16119.326043999836,38072.36143333509,10368.609465999909
207,208,bayes_3YGYP13654VI19WXUCHE5EUT8X9NRB_A36YNCAC1EN8AN_3X4MXAO0BKABBN25CFD3QH27TBKRWP_results.,482.0,11673.114037333347,10076.103032000054,9696.155973999908
208,209,bayes_30P8I9JKPL764R78ZWQ2CUJA1GO5VT_A3AYHESLQSDY5T_3ITXP059P0516I2JK5UTR1DU521JSD_results.,483.0,22143.319174666838,23368.374190665665,13307.58167800032
209,210,bayes_3BKZLF9912LC17LBOZ1PH4IVGIVQYX_A1N3PQFAIBVM1V_3R2UR8A0IE2N3AFFUSSLY5B9PCAOXG_results.,218.0,10722.572263999973,9131.133515999967,8254.158332000014
210,211,bayes_3YO4AH2FQG6F4CPQGRQGPCOB3ZY0QB_A322PKD0V62M27_3X4MXAO0BKABBN25CFD3QH26GDCRW6_results.,499.0,18701.118084000085,12067.777776000681,14454.581288000401
211,212,bayes_3OJX0UFJ12TPSZKKXWTESOMTAQBU94_A3M89TRLFP02NC_30LB5CDZNGWR5ONBTPEV5PV2YHBZ0W_results.,484.0,8953.79526400003,7329.230783999936,6434.1187280001095
212,213,bayes_3TC2K6WKAJOGUIS89KDUM9WQ68728V_A1OA84CGBXVU6M_39LOEL67OWR82KLL3MW1U3W4X0I83E_results.,355.0,14392.381224000022,6709.941228000091,2302.6864619999833
213,214,bayes_3KTCJ4SCWJNOQMCGKHNZM8NGZGV1MX_AZGOCZR5GZH09_3FTYUGLFSY7NXU4GYDVAVS8QWKS5DZ_results.,339.0,10454.80594400001,6663.342412000018,7980.9659840000795
214,215,bayes_3Y3CZJSZANFEBKQRQCLSBXU7GDF5RA_A104V8NZIQFN2F_3KB8R4ZV1ITSYUVG1DNV4ZBE962BG8_results.,438.0,20681.875948000008,13675.244728000145,11322.742721999986
215,216,bayes_3I4E7AFQ3NLZYYI4J3UHCMEUMM0TJ0_A7MD4G0NZCWTK_3NGI5ARFTXRXY96N2ZKTSWCXL211PH_results.,492.0,17168.483439999924,23814.36003466635,13390.468531999428
216,217,bayes_3ZTE0JGGDHEWDS7QDURWV8VCXAJCOO_AR17E7L7JAOBI_379J5II41S26RPL1MVM1IZM89FVEL4_results.,474.0,11615.38581199999,8288.908124000114,6865.413413999996
217,218,bayes_32LAQ1JNUCB8CETYV2YVJON54G1UTT_A2JS3ICB8Y1LKI_31Q0U3WYDT18S32N6DQCSALDXZI71Z_results.,154.0,10793.04047600001,9238.268192000203,8221.489012000004
218,219,bayes_3511RHPAEY0SD9TCIZ1ZSMQ423NLRM_AA1BSIP0BA5A4_379J5II41S26RPL1MVM1IZM78E2EL6_results.,250.0,12419.913783999975,2574.3983319999766,1877.7311600000057
219,220,bayes_3T8DUCXY1QSASM5VXR34NS0RRPQT9O_A66WK9JDAK4XR_3JPSL1DZ5WLTPC7AI30UZ806051NAF_results.,496.0,13871.579091999922,10678.581027999997,8074.835926000066
220,221,bayes_329E6HTMTZOPA1QSM9O2VOA98L8K3D_AFO9MCOXXSYY7_3DY4FPOOA5AYWY20M5874FJTMD4VRR_results.,498.0,11405.475292000023,6960.265240000028,4381.6888260000505
221,222,bayes_3OLZC0DJ9M1IGF2N6G9W13NF7M0VI4_A1EEVRB15Y54YE_37Q970SNZIUUB1MFUGONN1H9GJA1S3_results.,448.0,11082.08283599999,5515.17855600004,6871.196402000072
222,223,bayes_3LOJFQ4BP01NSTSPFYUE8XWLZZNKD3_A9L9F3ZBPMFFD_3137ONMDKKRQ5X70B4PL57H0KCOEGC_results.,479.0,9911.570505333342,9407.843199999945,6407.557497999986
223,224,bayes_3ROUCZ908IGXMH4T3Z0NQ8PTNHLOO3_A2Z354YQ7EFH0L_3X3OR7WPZ3MPIOBA9S01QPQM5MB8L4_results.,494.0,11038.316359999964,10372.835908000146,9683.245748000027
224,225,bayes_3E9ZFLPWP1EAK47I6VAEPOK0NEOXIN_A35MQUGC3B5Q7Y_33L7PJKHCKKD11JFI12SCG03ZI48TG_results.,308.0,9307.609539998368,8112.435704000078,8884.22322199918
225,226,bayes_302U8RURK2NAUGDE3WMO6BJWS4ZVNQ_A10LHWALI4BZPC_3KJYX6QCMDXHYAJNE0ZY2OX14IIJVT_results.,494.0,10159.363847999985,7024.159099999806,6570.144897999859
226,227,bayes_3W5PY7V3VSTVFKHYT9HGK3692ZQYJP_A1A73A5Z4SDW06_3Y9N9SS8L2XKJFHCKU7HGVA6GCZD3P_results.,490.0,7971.765980000299,4507.060952000176,3271.7374960000616
227,228,bayes_3NFWQRSHWH0FORA2GD4PY57D3G1GFR_A191V7PT3DQKDP_39LNWE0K4YILQKAHRS4TU1GI9H0IU9_results.,368.0,9876.742111999996,5577.352757333214,5427.956076000065
228,229,bayes_386T3MLZMQH9Y8PUUX9G3L3B5FZ08R_AJM4334V07JDQ_3STRJBFXO0DXW2LGRQZV2L9TUSTKTO_results.,374.0,19230.22717200006,7594.969116000042,4391.099064000053
229,230,bayes_3HEM8MA6ICYISTTAXC564DPJC7VPQT_A16184N1RO5OJV_3Z4XG4ZF4CDKIISZNB3P1JL990IX8J_results.,125.0,10619.541136000038,6821.076359999906,5035.975523999995
230,231,bayes_306996CF7Z6S7V8JTSXQ8SCMJJ9B10_AL8KOIH1DJ7D9_31Q0U3WYDT18S32N6DQCSALCXHW71B_results.,500.0,7157.11841733329,4258.131955999977,4175.394625999974
231,232,bayes_3VGZ74AYUJ28LFQSPBEOQZMA7GLGCJ_ADOV0TU2G016A_3Z3ZLGNNSMGE8OLHPGD1GUH5Z2Z3QH_results.,243.0,13897.333316000162,9691.249300000056,6482.682621999901
232,233,bayes_3SZYX62S6JM4T16CHYNM6G37G34751_AERCBIBZIEM7H_3ZSANO2JCJTL1GGN1F38C3L3LSFFS6_results.,180.0,29290.776704000033,22577.964255999836,18558.334903999992
233,234,bayes_37VUR2VJ7DBBH00P7STLJCI45RKC1X_A2DOE2W2JBA9IQ_3NLZY2D53TBVOSB6VMH1CGBMYNBLQV_results.,351.0,17226.026444000334,9214.937019999981,6700.623698000226
234,235,bayes_3OND0WXMIZ11I95H58211NYE6HKHEY_A2Z75NJBZ46RE9_36W0OB37H002GOT7RXLGBHUICDLHZ8_results.,460.0,14343.276344000029,14996.173351999812,11192.638727999765
235,236,bayes_3H6W48L9G7BNCQPW9L4CW275085PWQ_A1AGG6XA6QIVYB_32AT8R96GPVAKYDDW4Y7Y3M6RASUS4_results.,454.0,17334.102435999735,13003.30814800053,10081.21708466673
236,237,bayes_3NC6WP7WKK6DWZMXL7I7OWF1TK0WWE_AIHOMWX6M4F1Z_3MD9PLUKKM0UQKFIUVGTG1RF8IMZNP_results.,471.0,22034.147836000237,15005.445056000091,10401.46846600005
237,238,bayes_37G6BXQPMT7EV24KOYPVA1QFYGWEQW_A30RV3POT6YLMK_3Q5ZZ9ZEVS1BGZ8PH5KU90UPJWY853_results.,335.0,16776.628761334243,16658.307786668276,11681.80357466287
238,239,bayes_385MDVINGF1RQFMYE8ZSZ6LTPDSJWJ_A2WTDVHVVORNDU_34YB12FSQ2AOHLZDS2D4IFM8ACHGMG_results.,315.0,27248.08765733373,22340.196732000997,17835.05976266753
239,240,bayes_3LOJFQ4BP01NSTSPFYUE8XWLYY0KDD_A1PII1M1A181TL_3KJYX6QCMDXHYAJNE0ZY2OX142LVJC_results.,249.0,5857.663373333364,6036.62455200002,2997.8156980000626
240,241,bayes_3M93N4X8IN9YJY5PU3PR2HI8LWDJSF_A22LG0QDIJ0QBD_3L0KT67Y8I2R17XI65VW1OSJN1DYSM_results.,490.0,8925.160039999986,7072.387736000071,5669.3526179999935
241,242,bayes_3T2HW4QDVYTT653KB58EYI0N3RU9C1_AO71NL7FMMS09_3JBT3HLQFCOUT5RVAATLKQWA751ZPE_results.,450.0,14559.865804000001,10323.277515999936,10637.992811333519
242,243,bayes_3UDTAB6HI9L9CD84ZPFU3HYMTMQ904_A1XARUPXWKL2KY_3T111IHZ5IC0ZRPXJ43BCXUWPKU9RQ_results.,496.0,13432.403999999937,7492.840000000018,6758.536651999839
243,244,bayes_3PMR2DOWPRN7AEOTF0PF34JXOZ6451_A1Q51K1R3I2QJB_3KOPY89HMCOXM1H4UQTSJT5ID5LJ36_results.,483.0,11654.559760000058,13518.448720000019,11531.424680000066
244,245,bayes_3PKJ68EHEQI9TPR9J9DSY3B6C2UHJO_A3S45D6JFHK71P_3OHYZ19UGGRB7X7MJI07EX0BQMGAO5_results.,241.0,16637.986960000006,11785.291359999963,8935.414319999903
245,246,bayes_3BPP3MA3UF6345O7WTHZTFRLOEFELL_ATKLWAX72HM7A_3RYC5T2D77FLRE540TZ8YNUB1KERP4_results.,432.0,12245.08863999997,14684.21767999989,9729.885200000248
246,247,bayes_375VMB7D5M5WMY21FV92VHH87WHDI6_AYMA9R47TWK1H_3KB8R4ZV1ITSYUVG1DNV4ZBFHSIGBB_results.,500.0,16621.70210799998,8924.80122399983,3900.7587840000074
247,248,bayes_3TLFH2L6ZCAZS2KWCIOPD5SDLM5T2R_A1B9ALNS28MEEH_3PDJHANYK920SE9WPSO5EJ1OIUWH68_results.,344.0,19652.348432000017,14297.626300000293,11765.923941999843
