participant_ID,treatment,part,trial_no,rounds,red_prior_prob,true_guilty_suspect,suspect_accused,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,outcome_1,outcome_2,outcome_3,outcome_4,outcome_5,outcome_6,outcome_7,outcome_8,outcome_9,timing_choice_1,timing_choice_2,timing_choice_3,timing_choice_4,timing_choice_5,timing_choice_6,timing_choice_7,timing_choice_8,timing_choice_9,timing_choice_10,timing_choice_11,correct_suspect_accused,evidence_round
1,1,1,1,5.0,0.7,1,1,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.0,0.0,1.0,0.0,,,,,3633.908700000041,5756.686100000024,9904.817599999958,11745.783799999954,12442.346299999961,15593.2897,17725.891300000094,,,,,1,1
1,1,1,2,1.0,0.3,0,0,0.0,,,,,,,,,1.0,,,,,,,,,4429.713500000155,7331.937100000092,11669.462500000125,,,,,,,,,1,1
1,1,1,3,7.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2966.739500000252,4062.9688000001934,4825.770900000194,5339.883300000198,5854.229100000172,6368.389700000265,7263.95090000033,12058.599600000163,13658.508800000205,,,1,0
1,1,1,4,3.0,0.3,0,1,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,3694.709399999946,4656.559499999788,5170.478899999766,6812.098999999754,8813.653599999594,,,,,,,0,0
1,1,1,5,3.0,0.7,1,1,1.0,1.0,1.0,,,,,,,0.0,1.0,0.0,,,,,,,959.3005000000819,1591.3306000001496,3166.7881000000993,4627.793599999994,6297.8368000000155,,,,,,,1,2
1,1,1,6,3.0,0.9,1,1,0.0,1.0,1.0,,,,,,,0.0,1.0,0.0,,,,,,,1025.0008999999209,2567.477300000022,3744.8637999998577,5885.648599999734,7938.47379999961,,,,,,,1,2
1,1,1,7,1.0,0.9,1,1,0.0,,,,,,,,,0.0,,,,,,,,,1623.7786000000492,3650.506200000151,6277.423900000085,,,,,,,,,1,0
1,1,1,8,9.0,0.9,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.1233000000699,2154.3348000001224,2817.551600000136,3565.498000000156,4162.540100000142,4676.717200000126,5190.99800000008,5738.228500000118,6849.672100000145,10103.656900000153,11886.313800000187,1,0
1,1,1,9,5.0,0.3,0,0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,,,,,1207.6111000000149,1738.3165000000095,3116.382699999952,4178.0855000000265,4692.305700000014,7329.579199999915,9064.704699999984,,,,,1,2
1,1,1,10,7.0,0.1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2020.1177999999893,2865.9461000000647,3446.565300000006,3960.5293999999794,4474.657400000017,5303.684900000109,8040.2973999999585,9333.885600000118,10743.452300000028,,,1,6
