participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1.0,1.0,1.0,9.0,9.0,0.7,2,0,0.0,1,0,0,-1.0,0.6363636363636362,0.0,0.0,3437.8624000001396
1.0,1.0,1.0,9.0,9.0,0.7,3,0,0.0,2,0,0,-1.0,0.5675675675675674,0.0,0.0,4088.0951000002265
1.0,1.0,1.0,9.0,9.0,0.7,4,0,0.0,3,0,1,0.0,0.0,0.0,0.0,4588.261400000248
1.0,1.0,1.0,9.0,9.0,0.7,5,0,0.0,4,0,1,0.0,0.0,0.0,0.0,5121.781600000282
1.0,1.0,1.0,9.0,9.0,0.7,6,0,0.0,5,0,1,0.0,0.0,0.0,0.0,5671.982800000299
1.0,1.0,1.0,9.0,9.0,0.7,7,0,0.0,6,0,1,0.0,0.0,0.0,0.0,6172.158700000346
1.0,1.0,1.0,9.0,9.0,0.7,8,0,0.0,7,0,1,0.0,0.0,0.0,0.0,6755.61120000035
1.0,1.0,1.0,9.0,9.0,0.7,9,0,0.0,8,0,1,0.0,0.0,0.0,0.0,7522.551100000384
1.0,1.0,1.0,9.0,9.0,0.7,10,1,0.0,9,0,1,0.0,0.0,0.0,0.0,9106.382400000395
1.0,1.0,1.0,10.0,7.0,0.3,1,0,1.0,0,0,0,-1.0,0.3,1.0,0.0,2767.6749000001832
1.0,1.0,1.0,10.0,7.0,0.3,2,0,1.0,0,1,0,-1.0,0.36363636363636365,1.0,0.0,3501.2549000002755
1.0,1.0,1.0,10.0,7.0,0.3,3,0,1.0,0,2,0,-1.0,0.43243243243243246,1.0,0.0,4184.8142000001935
1.0,1.0,1.0,10.0,7.0,0.3,4,0,1.0,0,3,0,-1.0,0.5039370078740157,1.0,0.0,4868.371500000214
1.0,1.0,1.0,10.0,7.0,0.3,5,0,1.0,0,4,0,-1.0,0.5752808988764044,1.0,0.0,5518.591000000265
1.0,1.0,1.0,10.0,7.0,0.3,6,0,1.0,0,5,0,-1.0,0.643620364550597,1.0,0.0,6168.718600000276
1.0,1.0,1.0,10.0,7.0,0.3,7,0,1.0,0,6,0,-1.0,0.7065723650163876,1.0,0.0,6802.266700000223
1.0,1.0,1.0,10.0,7.0,0.3,8,1,0.0,0,7,0,-1.0,0.7625075627123375,1.0,0.0,8419.526200000302
1.0,1.0,1.0,11.0,9.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,0.0,0.0,2134.092900000116
1.0,1.0,1.0,11.0,9.0,0.1,2,0,1.0,0,1,0,-1.0,0.12903225806451613,0.0,0.0,3117.5996000000346
1.0,1.0,1.0,11.0,9.0,0.1,3,0,1.0,0,2,0,-1.0,0.16494845360824742,0.0,0.0,3867.8505000000487
1.0,1.0,1.0,11.0,9.0,0.1,4,0,1.0,0,3,0,-1.0,0.20846905537459284,0.0,0.0,4684.784400000103
1.0,1.0,1.0,11.0,9.0,0.1,5,0,1.0,0,4,0,-1.0,0.2598984771573604,0.0,0.0,5485.026700000123
1.0,1.0,1.0,11.0,9.0,0.1,6,0,1.0,0,5,0,-1.0,0.31890376829648087,0.0,0.0,7502.278400000082
1.0,1.0,1.0,11.0,9.0,0.1,7,0,1.0,0,6,0,-1.0,0.3843483156610678,0.0,0.0,8252.551900000079
1.0,1.0,1.0,11.0,9.0,0.1,8,0,1.0,0,7,0,-1.0,0.45426567222114395,0.0,0.0,8919.472300000056
1.0,1.0,1.0,11.0,9.0,0.1,9,0,1.0,0,8,0,-1.0,0.5260344343219489,0.0,0.0,9603.05549999996
1.0,1.0,1.0,11.0,9.0,0.1,10,1,0.0,0,9,0,-1.0,0.5967433887787367,0.0,0.0,11186.941199999896
1.0,1.0,1.0,12.0,7.0,0.5,1,0,0.0,0,0,0,-1.0,0.5,1.0,1.0,2968.05750000003
1.0,1.0,1.0,12.0,7.0,0.5,2,0,0.0,1,0,0,-1.0,0.42857142857142855,1.0,1.0,3584.919299999923
1.0,1.0,1.0,12.0,7.0,0.5,3,0,0.0,2,0,0,-1.0,0.36,1.0,1.0,4185.155199999893
1.0,1.0,1.0,12.0,7.0,0.5,4,0,0.0,3,0,0,-1.0,0.2967032967032967,1.0,1.0,4768.754699999908
1.0,1.0,1.0,12.0,7.0,0.5,5,0,0.0,4,0,0,-1.0,0.2403560830860534,1.0,1.0,5369.003599999918
1.0,1.0,1.0,12.0,7.0,0.5,6,0,0.0,5,0,0,-1.0,0.19179163378058406,1.0,1.0,6069.301199999889
1.0,1.0,1.0,12.0,7.0,0.5,7,0,0.0,6,0,0,-1.0,0.1510880829015544,1.0,1.0,6702.859199999972
1.0,1.0,1.0,12.0,7.0,0.5,8,1,1.0,7,0,0,-1.0,0.11776425609821765,1.0,1.0,8169.994599999918
1.0,1.0,1.0,13.0,1.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,1.0,0.0,3784.6806999998457
1.0,1.0,1.0,13.0,1.0,0.7,2,1,0.0,1,0,0,-1.0,0.6363636363636362,1.0,0.0,5418.616599999842
1.0,1.0,1.0,14.0,3.0,0.5,1,0,0.0,0,0,0,-1.0,0.5,1.0,1.0,2767.658099999983
1.0,1.0,1.0,14.0,3.0,0.5,2,0,0.0,1,0,0,-1.0,0.42857142857142855,1.0,1.0,4284.88789999997
1.0,1.0,1.0,14.0,3.0,0.5,3,0,0.0,2,0,0,-1.0,0.36,1.0,1.0,4985.132600000095
1.0,1.0,1.0,14.0,3.0,0.5,4,1,1.0,3,0,0,-1.0,0.2967032967032967,1.0,1.0,6652.44040000009
1.0,1.0,1.0,15.0,5.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,0.0,0.0,2550.938399999939
1.0,1.0,1.0,15.0,5.0,0.9,2,0,0.0,1,0,0,-1.0,0.8709677419354839,0.0,0.0,3417.9107999999433
1.0,1.0,1.0,15.0,5.0,0.9,3,0,0.0,2,0,0,-1.0,0.8350515463917526,0.0,0.0,4234.8733999999695
1.0,1.0,1.0,15.0,5.0,0.9,4,0,0.0,3,0,0,-1.0,0.7915309446254072,0.0,0.0,5051.780199999872
1.0,1.0,1.0,15.0,5.0,0.9,5,0,0.0,4,0,0,-1.0,0.7401015228426396,0.0,0.0,5802.0458999999155
1.0,1.0,1.0,15.0,5.0,0.9,6,1,0.0,5,0,0,-1.0,0.6810962317035192,0.0,0.0,7402.635499999863
1.0,1.0,1.0,16.0,5.0,0.5,1,0,0.0,0,0,0,-1.0,0.5,0.0,1.0,3901.3861000001616
