participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1.0,0.0,1.0,16.0,9.0,0.9,1,0,1.0,0,0,0,-1.0,0.9,0.0,0.0,958.4674999999637
1.0,0.0,1.0,16.0,9.0,0.9,2,0,1.0,0,1,0,-1.0,0.8709677419354839,0.0,0.0,1491.875499999982
1.0,0.0,1.0,16.0,9.0,0.9,3,0,1.0,0,2,0,-1.0,0.8350515463917525,0.0,0.0,1991.9454999999966
1.0,0.0,1.0,16.0,9.0,0.9,4,0,1.0,0,3,0,-1.0,0.7915309446254071,0.0,0.0,2558.691499999992
1.0,0.0,1.0,16.0,9.0,0.9,5,0,1.0,0,4,0,-1.0,0.7401015228426395,0.0,0.0,3075.4305000000104
1.0,0.0,1.0,16.0,9.0,0.9,6,0,1.0,0,5,0,-1.0,0.6810962317035191,0.0,0.0,3592.3473000000295
1.0,0.0,1.0,16.0,9.0,0.9,7,0,1.0,0,6,0,-1.0,0.615651684338932,0.0,0.0,4092.518900000047
1.0,0.0,1.0,16.0,9.0,0.9,8,0,1.0,0,7,0,-1.0,0.545734327778856,0.0,0.0,4675.933900000001
1.0,0.0,1.0,16.0,9.0,0.9,9,0,1.0,0,8,0,-1.0,0.4739655656780511,0.0,0.0,5526.05290000001
1.0,0.0,1.0,16.0,9.0,0.9,9,1,0.0,0,9,0,-1.0,0.40325661122126333,0.0,0.0,5526.05290000001
1.0,0.0,1.0,17.0,5.0,0.9,1,0,1.0,0,0,0,-1.0,0.9,0.0,0.0,973.4696000000308
1.0,0.0,1.0,17.0,5.0,0.9,2,0,1.0,0,1,0,-1.0,0.8709677419354839,0.0,0.0,1473.5396000000253
1.0,0.0,1.0,17.0,5.0,0.9,3,0,1.0,0,2,0,-1.0,0.8350515463917525,0.0,0.0,1973.6096000000048
1.0,0.0,1.0,17.0,5.0,0.9,4,0,1.0,0,3,0,-1.0,0.7915309446254071,0.0,0.0,2473.6796000000227
1.0,0.0,1.0,17.0,5.0,0.9,5,0,1.0,0,4,0,-1.0,0.7401015228426395,0.0,0.0,2973.749600000041
